currency,worktime,sex,isco88,geo\time	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
PPS,PT,F,ISCO7-9,ES	: 	8632.5 	8262.8 	9112.0 	8505.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,F,ISCO7-9,IE	: 	10387.0 	: 	9200.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,F,ISCO7-9,IS	14371.5 	14575.0 	13923.6 	13388.7 	9361.0 	10301.2 	9691.0 	6704.7 	7262.1 	6628.5 	: 	: 	: 	: 
PPS,PT,F,ISCO7-9,PT	5963 	5865.3 	5730.9 	: 	: 	: 	7474.3 	3847.9 	3690.3 	: 	: 	: 	: 	: 
PPS,PT,F,ISCO7-9,RO	2510.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,F,ISCO7-9,SE	12523.5 	11898.8 	17810.8 	10558.0 	10511.5 	17696.6 	17414.0 	17394.2 	17246.7 	: 	: 	: 	: 	: 
PPS,PT,F,ISCO7-9,SK	: 	4001.1 	3641.3 	3872.6 	3283.5 	2749.6 	3585.9 	3380.8 	3203.4 	2371.7 	2466.9 	2129.9 	: 	: 
PPS,PT,F,ISCO7-9,UK	: 	7567.7 	: 	: 	7368.5 	7014.7 	6922.6 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,F,ISCO8,AT	12439.1 	11845.9 	11622.8 	13231.0 	12519.0 	12765.0 	10208.3 	10200.5 	: 	: 	: 	: 	: 	: 
PPS,PT,F,ISCO8,DE	12461.4 	12193.2 	11482.8 	10638.8 	10308.6 	9890.7 	9659.7 	9348.8 	9198.5 	8949.0 	8585.2 	8269.0 	8072.0 	: 
PPS,PT,F,ISCO8,DK	16001.8 	14387.5 	13202.3 	13120.1 	12290.1 	11416.5 	13187.8 	11433.9 	13828.2 	11040.0 	10494.3 	9294.8 	8659.4 	: 
PPS,PT,F,ISCO8,EL	: 	: 	: 	: 	: 	9285.2 	9289.5 	8397.3 	7399.7 	6116.5 	5847.6 	5208.4 	4669.9 	4456.4 
PPS,PT,F,ISCO8,ES	: 	10600.5 	8970.4 	9004.6 	9381.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,F,ISCO8,IE	: 	12585.9 	: 	14316.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,F,ISCO8,IS	20655.2 	18230.3 	15490.8 	15145.6 	9681.6 	9620.4 	9491.9 	8369.4 	8539.0 	7104.2 	: 	: 	: 	: 
PPS,PT,F,ISCO8,PT	8581 	8353.3 	7770.9 	: 	: 	: 	7991.2 	4214.2 	4011.9 	: 	: 	: 	: 	: 
PPS,PT,F,ISCO8,RO	4570.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,F,ISCO8,SE	16197.7 	15443.7 	14224.1 	13413.8 	13571.7 	19410.5 	19043.5 	19127.0 	18881.8 	: 	: 	: 	: 	: 
PPS,PT,F,ISCO8,SK	: 	5731.2 	4880.6 	5550.7 	4421.1 	3041.1 	5497.4 	5138.4 	4192.3 	3047.4 	2597.9 	2730.5 	: 	: 
PPS,PT,F,ISCO8,UK	: 	10383.2 	: 	: 	10152.8 	9388.3 	9297.2 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,F,ISCO9,AT	10974.9 	11044.6 	9878.9 	10012.2 	9695.4 	11506.7 	11559.9 	11268.2 	: 	: 	: 	: 	: 	: 
PPS,PT,F,ISCO9,DE	8500.8 	8358.2 	7910.5 	7640.6 	7445.1 	7159.0 	7033.7 	6824.6 	6758.1 	6618.6 	6393.2 	6179.0 	6009.2 	: 
PPS,PT,F,ISCO9,DK	9483.0 	11825.7 	6770.5 	6750.8 	6413.2 	6171.5 	5747.8 	5649.4 	6256.5 	5992.0 	5602.5 	5180.4 	5516.9 	: 
PPS,PT,F,ISCO9,EL	: 	: 	: 	: 	: 	6597.2 	6644.7 	6056.9 	5412.2 	4536.5 	4397.9 	3972.1 	3658.1 	3499.9 
PPS,PT,F,ISCO9,ES	: 	8368.4 	8096.5 	8336.4 	8411.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,F,ISCO9,IE	: 	10158.1 	: 	8624.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,F,ISCO9,IS	12198.6 	12383.4 	12025.6 	11373.8 	8287.9 	9316.7 	8755.6 	6271.5 	6688.3 	6446.4 	: 	: 	: 	: 
PPS,PT,F,ISCO9,PT	5812 	5721.0 	5630.0 	: 	: 	: 	7534.8 	3444.8 	3332.2 	: 	: 	: 	: 	: 
PPS,PT,F,ISCO9,RO	2066.3 	1772.0 	1801.1 	1605.2 	1654.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,F,ISCO9,SE	11819.8 	11266.8 	10434.0 	9963.5 	9961.4 	17042.6 	16685.1 	16556.7 	16366.6 	: 	: 	: 	: 	: 
PPS,PT,F,ISCO9,SK	: 	3678.1 	3437.9 	3409.9 	2921.2 	2696.3 	3098.5 	2410.4 	3007.1 	2166.6 	2348.7 	1996.3 	: 	: 
PPS,PT,F,ISCO9,UK	: 	7249.5 	: 	: 	6990.9 	6673.0 	6587.1 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,F,TOTAL,AT	15468.9 	15365.4 	14823.2 	14543.7 	14224.6 	15029.9 	14501.9 	14407.4 	: 	: 	: 	: 	: 	: 
PPS,PT,F,TOTAL,BE	: 	: 	: 	: 	: 	25815.4 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,F,TOTAL,DE	16518.5 	16224.8 	15303.6 	14797.6 	14508.4 	14035.4 	13692.3 	13275.2 	13046.9 	12771.0 	12329.8 	11994.5 	11659.6 	: 
PPS,PT,F,TOTAL,DK	15213.3 	18854.4 	11165.9 	11366.8 	10854.0 	10552.9 	10478.4 	8733.5 	9511.0 	9635.3 	8620.2 	8320.3 	7975.4 	: 
PPS,PT,F,TOTAL,EL	: 	: 	: 	: 	: 	9771.2 	9890.4 	8970.5 	8139.4 	7030.0 	6835.0 	5879.1 	5448.9 	5287.1 
PPS,PT,F,TOTAL,ES	: 	10000.2 	9857.3 	9698.1 	9145.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,F,TOTAL,IE	: 	15158.9 	: 	12908.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,F,TOTAL,IS	16450.4 	17042.5 	16223.2 	14795.9 	9311.8 	10639.2 	9956.5 	8128.2 	8022.3 	7378.8 	: 	: 	: 	: 
PPS,PT,F,TOTAL,PT	9459 	9404.9 	8981.7 	: 	: 	: 	8038.0 	5243.1 	4981.5 	: 	: 	: 	: 	: 
PPS,PT,F,TOTAL,RO	3670.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,F,TOTAL,SE	17153.7 	16498.8 	15424.6 	14838.3 	14388.9 	21017.4 	20508.2 	20138.1 	19650.9 	: 	: 	: 	: 	: 
PPS,PT,F,TOTAL,SK	: 	5473.3 	4752.4 	4948.4 	4476.1 	3828.3 	4655.0 	3855.1 	4144.4 	2957.9 	3053.1 	2854.4 	: 	: 
PPS,PT,F,TOTAL,UK	: 	12360.4 	: 	: 	11077.8 	10322.4 	10154.3 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO0,AT	: 	: 	14580.0 	4775.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO0,BE	: 	: 	: 	: 	: 	: 	26229.4 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO0,DK	11732.1 	19694.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO0,IE	: 	: 	: 	29357.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO0,RO	: 	: 	0.0 	0.0 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO0,SE	33596.4 	34424.6 	33015.8 	35682.0 	34593.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO0,SK	: 	4921.1 	8338.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO1,AT	45864.4 	34276.6 	31562.9 	35670.2 	46472.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO1,DE	43566.5 	43266.2 	42545.0 	24082.4 	23671.6 	22984.2 	22414.2 	21689.1 	21494.5 	21254.0 	20458.3 	19900.0 	19372.9 	: 
PPS,PT,M,ISCO1,DK	40663.0 	39958.2 	35780.7 	34558.1 	28272.1 	28335.0 	29232.5 	25591.8 	25199.2 	24204.5 	26442.1 	25685.6 	23970.1 	: 
PPS,PT,M,ISCO1,EL	: 	: 	: 	: 	: 	30685.5 	33347.2 	36245.8 	: 	28732.9 	27044.1 	25461.8 	26170.9 	26126.7 
PPS,PT,M,ISCO1,ES	: 	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO1,IE	: 	30494.4 	: 	26805.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO1,IS	42202.3 	44407.2 	41432.0 	52114.5 	31759.7 	19334.7 	23732.3 	19037.5 	26803.5 	18823.7 	: 	: 	: 	: 
PPS,PT,M,ISCO1,PT	40341 	40107.4 	33123.2 	: 	: 	: 	26917.9 	19133.8 	17532.7 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO1,RO	5649.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO1,SE	33005.2 	32137.3 	29173.7 	28103.9 	25903.1 	37144.1 	35865.3 	41243.0 	37226.7 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO1,SK	: 	22703.4 	12497.7 	12362.7 	9457.0 	8724.1 	14712.2 	12324.1 	15562.1 	7250.6 	7085.3 	3972.5 	: 	: 
PPS,PT,M,ISCO1,UK	: 	30159.9 	: 	: 	27549.2 	29647.1 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO1-5,AT	24103.4 	23852.5 	31597.3 	21976.3 	25015.7 	26844.4 	25593.9 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO1-5,DE	23280.5 	23304.8 	22720.1 	17312.2 	17085.5 	16672.9 	16318.3 	15892.9 	15862.7 	15847.3 	15526.4 	15174.9 	14798.7 	: 
PPS,PT,M,ISCO1-5,DK	11871.8 	12126.4 	9409.7 	9420.5 	8097.0 	7945.6 	7961.7 	7390.2 	7540.5 	8499.7 	6575.1 	6020.5 	6104.1 	: 
PPS,PT,M,ISCO1-5,EL	: 	: 	: 	: 	: 	10996.4 	11961.6 	10966.5 	9799.8 	8906.1 	8642.2 	7911.7 	7792.7 	7947.9 
PPS,PT,M,ISCO1-5,ES	: 	12664.4 	12262.0 	12555.2 	11915.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO1-5,IE	: 	16153.6 	: 	13286.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO1-5,IS	28796.6 	31142.5 	28965.4 	27959.8 	13720.2 	11847.8 	11296.1 	12666.1 	11247.6 	10053.5 	: 	: 	: 	: 
PPS,PT,M,ISCO1-5,PT	13666 	13783.6 	13005.1 	: 	: 	: 	10540.5 	10185.1 	9838.1 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO1-5,RO	4370.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO1-5,SE	19256.9 	18814.6 	17401.7 	16449.5 	15806.8 	24476.8 	24187.4 	24577.3 	22902.8 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO1-5,SK	: 	7833.0 	6080.2 	6394.0 	5231.3 	5011.2 	6256.1 	5859.1 	6892.0 	3289.9 	3918.3 	6840.4 	: 	: 
PPS,PT,M,ISCO1-5,UK	: 	15603.2 	: 	: 	13749.5 	13761.4 	13232.6 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO2,AT	30733.0 	31222.1 	30643.9 	29473.3 	27293.4 	34942.0 	33282.7 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO2,DE	33809.9 	33728.0 	32906.9 	29305.1 	28825.9 	28259.2 	27572.2 	27111.4 	26844.6 	26381.0 	25664.2 	24988.6 	24305.8 	: 
PPS,PT,M,ISCO2,DK	17991.2 	16475.1 	18419.5 	19413.1 	16087.9 	17736.3 	18417.7 	14480.3 	13714.1 	14490.1 	15824.1 	14636.7 	15379.3 	: 
PPS,PT,M,ISCO2,EL	: 	: 	: 	: 	: 	9646.2 	10318.8 	9298.7 	8339.0 	7366.3 	6931.1 	6523.3 	6703.0 	6689.2 
PPS,PT,M,ISCO2,ES	: 	17191.8 	16402.1 	15383.1 	15594.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO2,IE	: 	27018.6 	: 	28411.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO2,IS	45843.8 	50261.7 	45377.6 	46186.1 	23764.8 	15831.2 	9009.1 	20153.4 	20474.8 	21190.6 	: 	: 	: 	: 
PPS,PT,M,ISCO2,PT	15387 	15568.6 	14864.8 	: 	: 	: 	15664.0 	13031.3 	12785.0 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO2,RO	5869.5 	5372.4 	4370.0 	3800.2 	3780.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO2,SE	24869.5 	23166.8 	22323.6 	20999.4 	20477.1 	33626.4 	33772.7 	37745.6 	31553.6 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO2,SK	: 	7719.5 	6443.0 	7232.5 	6160.8 	5586.4 	5854.6 	4487.9 	5716.7 	3212.7 	3768.5 	3598.1 	: 	: 
PPS,PT,M,ISCO2,UK	: 	23543.5 	: 	: 	16980.7 	17006.1 	16621.9 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO3,AT	23950.7 	25366.9 	43998.8 	23470.3 	26518.0 	25575.4 	21685.1 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO3,DE	24246.5 	24484.7 	24146.6 	17215.5 	16799.2 	16296.2 	15849.3 	15425.5 	15111.8 	14915.1 	14521.7 	14175.4 	13901.8 	: 
PPS,PT,M,ISCO3,DK	15456.2 	17001.1 	14638.5 	16402.0 	10581.5 	9610.2 	13667.7 	12203.1 	11631.2 	11106.1 	10107.5 	9067.4 	8428.8 	: 
PPS,PT,M,ISCO3,EL	: 	: 	: 	: 	: 	14664.9 	15755.9 	14268.9 	12797.6 	11305.6 	10638.6 	10013.9 	10290.2 	10270.4 
PPS,PT,M,ISCO3,ES	: 	11538.0 	12574.8 	9529.7 	11225.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO3,IE	: 	15499.9 	: 	33189.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO3,IS	45314.0 	45924.4 	41132.8 	46236.1 	28840.9 	26975.2 	23135.8 	21729.5 	20462.1 	11008.4 	: 	: 	: 	: 
PPS,PT,M,ISCO3,PT	15849 	15333.5 	14987.6 	: 	: 	: 	11158.7 	11491.4 	11341.8 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO3,RO	3177.5 	2906.3 	4133.8 	3599.6 	3582.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO3,SE	20580.4 	19937.1 	18255.3 	17197.3 	16449.9 	27598.0 	25950.8 	27272.8 	27359.8 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO3,SK	: 	5312.8 	4809.5 	5826.4 	4805.6 	4003.9 	6917.3 	8172.6 	6559.3 	3298.6 	4470.3 	6386.4 	: 	: 
PPS,PT,M,ISCO3,UK	: 	15923.8 	: 	: 	18032.0 	18153.3 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO4,AT	20525.4 	19327.1 	23379.9 	17263.6 	20741.1 	16672.5 	27133.9 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO4,DE	19899.5 	19863.1 	19146.8 	12863.3 	12503.9 	12057.3 	11722.9 	11218.5 	10981.9 	10813.4 	10594.5 	10358.9 	10045.2 	: 
PPS,PT,M,ISCO4,DK	8582.8 	7575.3 	7263.2 	7048.4 	7363.0 	7482.6 	6567.2 	6397.5 	6873.1 	7143.7 	5949.8 	5956.8 	5858.2 	: 
PPS,PT,M,ISCO4,EL	: 	: 	: 	: 	: 	8161.5 	8735.1 	7931.7 	7113.5 	6283.6 	5912.4 	5564.7 	5717.9 	5706.4 
PPS,PT,M,ISCO4,ES	: 	11692.8 	10615.8 	11908.7 	10851.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO4,IE	: 	11873.4 	: 	9012.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO4,IS	17805.0 	17349.1 	15419.9 	14629.4 	16511.3 	17196.7 	22932.2 	9913.5 	8475.1 	7600.8 	: 	: 	: 	: 
PPS,PT,M,ISCO4,PT	9793 	9783.8 	9250.4 	: 	: 	: 	9568.4 	8863.4 	8647.5 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO4,RO	2859.7 	2624.1 	3023.5 	2632.8 	2618.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO4,SE	15057.3 	14304.8 	12947.3 	12787.5 	11498.2 	19503.1 	19423.3 	19452.6 	19050.0 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO4,SK	: 	5572.9 	5333.0 	5242.4 	4297.8 	4255.1 	5601.3 	4268.6 	5842.2 	3328.5 	4163.2 	2681.2 	: 	: 
PPS,PT,M,ISCO4,UK	: 	10333.9 	: 	: 	9738.6 	9085.4 	9572.9 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO5,AT	12703.7 	13016.3 	14181.7 	12707.7 	14790.9 	14104.6 	16217.9 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO5,DE	8983.8 	8948.2 	8838.2 	7834.0 	7636.0 	7441.6 	7221.3 	6918.1 	6852.0 	6711.8 	6484.5 	6360.7 	6278.3 	: 
PPS,PT,M,ISCO5,DK	8275.9 	9158.1 	5962.0 	6019.7 	5641.3 	5295.2 	5063.3 	4348.8 	5154.1 	4883.9 	4276.7 	4111.0 	3986.1 	: 
PPS,PT,M,ISCO5,EL	: 	: 	: 	: 	: 	11360.1 	12078.3 	10663.7 	9562.0 	8445.6 	7945.3 	7477.1 	7452.5 	7665.2 
PPS,PT,M,ISCO5,ES	: 	11204.7 	9233.5 	12626.3 	9799.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO5,IE	: 	13644.3 	: 	10895.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO5,IS	15156.1 	19080.9 	17790.3 	17193.9 	8621.8 	9938.4 	9449.1 	9583.1 	8897.7 	6999.7 	: 	: 	: 	: 
PPS,PT,M,ISCO5,PT	7540 	7579.1 	7301.7 	: 	: 	: 	6238.5 	6241.2 	5913.2 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO5,RO	2475.3 	2262.9 	2037.4 	1769.4 	1763.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO5,SE	14496.9 	14598.5 	13302.4 	12457.0 	12060.8 	19884.3 	19867.7 	19011.3 	18926.4 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO5,SK	: 	5530.8 	4331.7 	5159.3 	4322.9 	3188.7 	4702.6 	3539.6 	5594.7 	2395.1 	2563.3 	658.9 	: 	: 
PPS,PT,M,ISCO5,UK	: 	8256.7 	: 	: 	8556.9 	8166.0 	7737.7 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO7,AT	16860.1 	22323.6 	21719.4 	18055.8 	17701.6 	21402.7 	18510.2 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO7,DE	20092.7 	20158.1 	19946.8 	15377.9 	14699.3 	14129.6 	13504.8 	12901.3 	12296.0 	12398.2 	12329.8 	11994.5 	11749.3 	: 
PPS,PT,M,ISCO7,DK	16139.8 	16150.6 	14574.1 	13835.6 	12026.5 	12275.7 	12623.4 	11780.3 	13706.1 	11389.9 	11424.1 	10026.7 	10242.6 	: 
PPS,PT,M,ISCO7,EL	: 	: 	: 	: 	: 	11561.2 	12343.9 	11040.5 	9900.8 	8745.5 	8228.3 	7744.2 	7956.9 	7940.5 
PPS,PT,M,ISCO7,ES	: 	9831.4 	10789.5 	11757.2 	11311.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO7,IE	: 	17039.5 	: 	10781.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO7,IS	34926.1 	37464.5 	33848.1 	31598.4 	18550.2 	19660.9 	16957.2 	15132.7 	15552.0 	13093.1 	: 	: 	: 	: 
PPS,PT,M,ISCO7,PT	11607 	11538.2 	10565.3 	: 	: 	: 	10991.1 	6449.9 	6199.3 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO7,RO	3622.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO7,SE	15085.0 	15939.2 	14880.2 	14459.4 	12824.2 	21092.7 	20273.3 	21008.2 	20891.3 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO7,SK	: 	5616.3 	5222.7 	6862.0 	5295.1 	3849.3 	7802.0 	4966.6 	6705.3 	2958.9 	3156.8 	3320.3 	: 	: 
PPS,PT,M,ISCO7,UK	: 	23424.5 	: 	: 	18844.2 	18520.6 	19363.2 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO7-9,AT	16319.6 	21450.5 	18263.0 	15802.8 	16106.4 	22905.9 	19836.6 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO7-9,DE	11398.8 	11406.5 	11144.7 	8027.5 	7731.4 	7441.6 	7221.3 	7011.6 	6758.1 	6805.0 	6667.2 	6542.5 	6367.9 	: 
PPS,PT,M,ISCO7-9,DK	12468.0 	12691.5 	11845.2 	11467.5 	9463.4 	9638.0 	10006.8 	9710.0 	11247.7 	9740.1 	9204.6 	7975.9 	8072.9 	: 
PPS,PT,M,ISCO7-9,EL	: 	: 	: 	: 	: 	9816.8 	10214.3 	9060.0 	8362.8 	7056.1 	6819.7 	6510.6 	6592.6 	6686.9 
PPS,PT,M,ISCO7-9,ES	: 	9813.9 	9891.1 	11187.8 	10206.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO7-9,IE	: 	13673.3 	: 	10171.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO7-9,IS	29675.1 	33625.3 	31257.1 	29433.6 	13588.0 	16391.3 	15726.4 	11389.1 	11718.1 	10366.0 	: 	: 	: 	: 
PPS,PT,M,ISCO7-9,PT	9001 	8971.7 	8485.7 	: 	: 	: 	6103.3 	4483.2 	4302.1 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO7-9,RO	2905.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO7-9,SE	14573.2 	14733.9 	13829.0 	13318.1 	11851.2 	19913.1 	19601.0 	19977.3 	19699.1 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO7-9,SK	: 	5054.8 	4529.4 	5188.7 	3947.4 	2980.1 	6892.4 	3932.4 	4763.6 	2570.6 	2936.5 	2728.4 	: 	: 
PPS,PT,M,ISCO7-9,UK	: 	13061.7 	: 	: 	11504.3 	11106.4 	11598.4 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO8,AT	23549.5 	25879.3 	20020.6 	14456.0 	16149.0 	24867.9 	22097.9 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO8,DE	13041.0 	12979.9 	12394.9 	8317.6 	8017.8 	7724.2 	7502.6 	7198.5 	6945.8 	6898.2 	6758.5 	6542.5 	6457.6 	: 
PPS,PT,M,ISCO8,DK	16475.9 	16580.2 	13793.7 	14737.9 	11210.5 	11195.6 	12671.8 	12269.0 	13871.1 	12186.9 	10146.8 	8972.1 	9700.1 	: 
PPS,PT,M,ISCO8,EL	: 	: 	: 	: 	: 	8163.1 	8732.0 	7851.7 	7041.3 	6220.0 	5852.4 	5508.1 	5659.6 	5648.2 
PPS,PT,M,ISCO8,ES	: 	10426.4 	9531.9 	11893.1 	10004.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO8,IE	: 	16566.3 	: 	12493.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO8,IS	28749.6 	34184.7 	32974.0 	30232.9 	12006.4 	16335.3 	20068.5 	10263.7 	10622.7 	8673.0 	: 	: 	: 	: 
PPS,PT,M,ISCO8,PT	10400 	10325.4 	9784.6 	: 	: 	: 	9016.2 	4608.9 	4454.1 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO8,RO	2767.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO8,SE	16844.0 	16290.3 	15760.0 	14890.4 	13340.0 	20702.0 	20695.0 	20995.2 	20828.9 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO8,SK	: 	5810.8 	5062.9 	5779.0 	4538.5 	3133.4 	7871.3 	4735.2 	4567.4 	2996.0 	3131.5 	3616.6 	: 	: 
PPS,PT,M,ISCO8,UK	: 	14450.8 	: 	: 	13892.1 	12595.4 	13075.0 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO9,AT	12598.4 	18577.0 	14039.5 	13845.9 	14448.2 	23840.9 	18758.6 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO9,DE	7245.0 	7178.3 	7172.9 	5899.7 	5822.4 	5557.6 	5439.4 	5328.8 	5256.3 	5127.1 	5023.2 	4906.9 	4753.5 	: 
PPS,PT,M,ISCO9,DK	8598.7 	8507.2 	7875.9 	7503.8 	6509.3 	6527.8 	6345.7 	6176.7 	7355.1 	6285.4 	6354.3 	5666.1 	5457.8 	: 
PPS,PT,M,ISCO9,EL	: 	: 	: 	: 	: 	5902.4 	6344.7 	5694.7 	5107.5 	4512.1 	4245.9 	3996.6 	3984.4 	3887.2 
PPS,PT,M,ISCO9,ES	: 	9361.7 	9566.2 	10401.0 	9813.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO9,IE	: 	11031.0 	: 	9542.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO9,IS	21493.5 	24720.9 	23350.3 	22531.0 	8258.1 	11629.6 	10302.7 	7083.9 	7466.0 	6852.9 	: 	: 	: 	: 
PPS,PT,M,ISCO9,PT	7360 	7366.4 	7158.7 	: 	: 	: 	5314.9 	4145.4 	3950.7 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO9,RO	2421.3 	2212.1 	2249.9 	1957.9 	1948.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,PT,M,ISCO9,SE	11887.5 	11852.3 	10808.5 	10166.0 	9328.2 	18166.9 	17549.1 	18208.6 	17457.1 	: 	: 	: 	: 	: 
