currency,sizeclas,worktime,sex,nace_r2,geo\time	2011 	2010 	2009 	2008 	2007 	2006 	2005 
EUR,GE10,FT,F,K,DK	60972 	60017 	56565 	54265 	: 	: 	: 
EUR,GE10,FT,F,K,EL	: 	: 	31952 	29726 	29767 	27008 	: 
EUR,GE10,FT,F,K,ES	38507 	39356 	37515 	37483 	: 	: 	: 
EUR,GE10,FT,F,K,FI	42369 	41438 	39882 	38937 	: 	: 	: 
EUR,GE10,FT,F,K,FR	: 	40988 	39606 	: 	: 	: 	: 
EUR,GE10,FT,F,K,HU	17385 	16754 	16088 	18256 	: 	: 	: 
EUR,GE10,FT,F,K,IE	: 	: c	: c	: c	: 	: 	: 
EUR,GE10,FT,F,K,IS	: 	34505 	29588 	36828 	: 	: 	: 
EUR,GE10,FT,F,K,LV	14156 	13533 	13793 	14380 	: 	: 	: 
EUR,GE10,FT,F,K,MT	20972 	20361 	19541 	: 	: 	: 	: 
EUR,GE10,FT,F,K,NL	53036 	50681 	48191 	47062 	: 	: 	: 
EUR,GE10,FT,F,K,PT	31101 	30047 	29164 	: 	: 	: 	: 
EUR,GE10,FT,F,K,RO	12415 d	11867 e	11562 e	: 	: 	: 	: 
EUR,GE10,FT,F,K,SE	46754 	43290 	38226 	41018 	: 	: 	: 
EUR,GE10,FT,F,K,SK	15657 	14800 	14286 	14309 	: 	: 	: 
EUR,GE10,FT,F,K,UK	42984 	41142 	37485 	42673 	: 	: 	: 
EUR,GE10,FT,F,K-N,BG	6047 	5745 	5281 	4751 	: 	: 	: 
EUR,GE10,FT,F,K-N,CH	: 	58396 	: 	: 	: 	: 	: 
EUR,GE10,FT,F,K-N,DE	38400 p	37608 	37500 	36900 	35900 	34946 p	: 
EUR,GE10,FT,F,K-N,DK	56269 	55289 	53387 	51297 	: 	: 	: 
EUR,GE10,FT,F,K-N,EL	: 	: 	28303 	26034 	26345 	24033 	: 
EUR,GE10,FT,F,K-N,ES	26509 	27085 	25761 	24944 	: 	: 	: 
EUR,GE10,FT,F,K-N,FI	37640 	35692 	35870 	33774 	: 	: 	: 
EUR,GE10,FT,F,K-N,FR	: 	35032 	34510 	: 	: 	: 	: 
EUR,GE10,FT,F,K-N,HU	11471 	11459 	11623 	12386 	: 	: 	: 
EUR,GE10,FT,F,K-N,IE	: 	25046 	43823 	45665 	: 	: 	: 
EUR,GE10,FT,F,K-N,LV	10850 	10248 	10364 	10571 	: 	: 	: 
EUR,GE10,FT,F,K-N,MT	18366 	17605 	19057 	: 	: 	: 	: 
EUR,GE10,FT,F,K-N,NL	40105 	38668 	37875 	36400 	: 	: 	: 
EUR,GE10,FT,F,K-N,PT	19991 	19859 	18468 	: 	: 	: 	: 
EUR,GE10,FT,F,K-N,RO	8540 d	8331 e	8234 e	: 	: 	: 	: 
EUR,GE10,FT,F,K-N,SE	38475 	35648 	31195 	34246 	: 	: 	: 
EUR,GE10,FT,F,K-N,SK	12013 	11568 	11191 	11144 	: 	: 	: 
EUR,GE10,FT,F,K-N,UK	36550 	36383 	34364 	38116 	: 	: 	: 
EUR,GE10,FT,F,L,BG	4156 	4030 	3776 	3409 	: 	: 	: 
EUR,GE10,FT,F,L,CH	: 	54249 	: 	: 	: 	: 	: 
EUR,GE10,FT,F,L,DE	39600 p	38567 	37800 	37100 	36100 	35703 p	: 
EUR,GE10,FT,F,L,DK	50921 	51585 	51164 	47682 	: 	: 	: 
EUR,GE10,FT,F,L,EL	: 	: 	33422 	28014 	25508 	23323 	: 
EUR,GE10,FT,F,L,ES	25250 	25955 	25584 	20813 	: 	: 	: 
EUR,GE10,FT,F,L,FI	34873 	36387 	35748 	34414 	: 	: 	: 
EUR,GE10,FT,F,L,FR	: 	31760 	30871 	: 	: 	: 	: 
EUR,GE10,FT,F,L,HU	8697 	7693 	7707 	8272 	: 	: 	: 
EUR,GE10,FT,F,L,IE	: 	47863 	: c	: c	: 	: 	: 
EUR,GE10,FT,F,L,LV	6585 	5785 	6443 	6712 	: 	: 	: 
EUR,GE10,FT,F,L,MT	16503 	16836 u	12873 u	: 	: 	: 	: 
EUR,GE10,FT,F,L,NL	42458 	41932 	39918 	38760 	: 	: 	: 
EUR,GE10,FT,F,L,PT	17237 	16999 	16640 	: 	: 	: 	: 
EUR,GE10,FT,F,L,RO	4811 d	4920 e	4898 e	: 	: 	: 	: 
EUR,GE10,FT,F,L,SE	38183 	37070 	32024 	34817 	: 	: 	: 
EUR,GE10,FT,F,L,SK	9507 	9139 	8216 	8610 	: 	: 	: 
EUR,GE10,FT,F,L,UK	29467 	29866 	26309 	29781 	: 	: 	: 
EUR,GE10,FT,F,M,BG	6626 	6070 	5908 	5128 	: 	: 	: 
EUR,GE10,FT,F,M,CH	: 	60213 	: 	: 	: 	: 	: 
EUR,GE10,FT,F,M,DE	40400 p	39330 	38900 	38300 	37100 	35778 p	: 
EUR,GE10,FT,F,M,DK	57573 	56323 	54318 	52367 	: 	: 	: 
EUR,GE10,FT,F,M,EL	: 	: 	26292 	22953 	23479 	21677 	: 
EUR,GE10,FT,F,M,ES	26717 	26911 	25955 	24580 	: 	: 	: 
EUR,GE10,FT,F,M,FI	41233 	38933 	37659 	36119 	: 	: 	: 
EUR,GE10,FT,F,M,FR	: 	39881 	38888 	: 	: 	: 	: 
EUR,GE10,FT,F,M,HU	13636 	13791 	13442 	14284 	: 	: 	: 
EUR,GE10,FT,F,M,IE	: 	38698 	40411 	44678 	: 	: 	: 
EUR,GE10,FT,F,M,LV	11994 	11411 	11163 	11096 	: 	: 	: 
EUR,GE10,FT,F,M,MT	20389 	18120 	22050 	: 	: 	: 	: 
EUR,GE10,FT,F,M,NL	45098 	43460 	41978 	40152 	: 	: 	: 
EUR,GE10,FT,F,M,PT	22203 	22430 	22205 	: 	: 	: 	: 
EUR,GE10,FT,F,M,RO	8665 d	8320 e	8553 e	: 	: 	: 	: 
EUR,GE10,FT,F,M,SE	44036 	39700 	34235 	36845 	: 	: 	: 
EUR,GE10,FT,F,M,SK	12825 	12770 	11771 	11929 	: 	: 	: 
EUR,GE10,FT,F,M,UK	37399 	38180 	36143 	38612 	: 	: 	: 
EUR,GE10,FT,F,N,BG	3257 	2932 	2448 	2125 	: 	: 	: 
EUR,GE10,FT,F,N,CH	: 	45190 	: 	: 	: 	: 	: 
EUR,GE10,FT,F,N,DE	25500 p	24761 	25600 	24600 	24000 	23430 p	: 
EUR,GE10,FT,F,N,DK	46740 	44094 	43635 	43102 	: 	: 	: 
EUR,GE10,FT,F,N,EL	: 	: 	22990 	21260 	22213 	20739 	: 
EUR,GE10,FT,F,N,ES	18438 	18471 	17567 	16880 	: 	: 	: 
EUR,GE10,FT,F,N,FI	28874 	27052 	26994 	27077 	: 	: 	: 
EUR,GE10,FT,F,N,FR	: 	25093 	25450 	: 	: 	: 	: 
EUR,GE10,FT,F,N,HU	6268 	6468 	6585 	6668 	: 	: 	: 
EUR,GE10,FT,F,N,IE	: 	32295 	33238 	31910 	: 	: 	: 
EUR,GE10,FT,F,N,LV	7721 	7744 	6959 	7378 	: 	: 	: 
EUR,GE10,FT,F,N,MT	14369 	13790 	15525 	: 	: 	: 	: 
EUR,GE10,FT,F,N,NL	28527 	27783 	27850 	27306 	: 	: 	: 
EUR,GE10,FT,F,N,PT	12081 	11741 	11626 	: 	: 	: 	: 
EUR,GE10,FT,F,N,RO	4335 d	4164 e	3931 e	: 	: 	: 	: 
EUR,GE10,FT,F,N,SE	29211 	26994 	24083 	26688 	: 	: 	: 
EUR,GE10,FT,F,N,SK	7205 	7043 	7308 	7126 	: 	: 	: 
EUR,GE10,FT,F,N,UK	27555 	27099 	28086 	31721 	: 	: 	: 
EUR,GE10,FT,F,O,BG	5211 	4967 	4644 	4406 	: 	: 	: 
EUR,GE10,FT,F,O,CH	: 	64934 	: 	: 	: 	: 	: 
EUR,GE10,FT,F,O,DE	36200 p	35145 	: 	: 	: 	: 	: 
EUR,GE10,FT,F,O,DK	54003 	53391 	51384 	49467 	: 	: 	: 
EUR,GE10,FT,F,O,ES	27306 	28137 	27188 	26047 	: 	: 	: 
EUR,GE10,FT,F,O,FI	34729 	35995 	35480 	33877 	: 	: 	: 
EUR,GE10,FT,F,O,HU	11639 	11490 	10692 	13103 	: 	: 	: 
EUR,GE10,FT,F,O,IE	: 	43193 	46885 	44190 	: 	: 	: 
EUR,GE10,FT,F,O,LV	9567 	8747 	9469 	11641 	: 	: 	: 
EUR,GE10,FT,F,O,NL	44222 	42935 	41802 	40592 	: 	: 	: 
EUR,GE10,FT,F,O,RO	7649 d	8115 e	8649 e	: 	: 	: 	: 
EUR,GE10,FT,F,O,SE	39474 	36469 	31708 	33520 	: 	: 	: 
EUR,GE10,FT,F,O,SK	9679 	9718 	9490 	8854 	: 	: 	: 
EUR,GE10,FT,F,O,UK	33166 	32604 	29910 	31484 	: 	: 	: 
EUR,GE10,FT,F,O-S,BG	4290 	4169 	3964 	3601 	: 	: 	: 
EUR,GE10,FT,F,O-S,CH	: 	56344 	: 	: 	: 	: 	: 
EUR,GE10,FT,F,O-S,DE	36300 p	35351 	: 	: 	: 	: 	: 
EUR,GE10,FT,F,O-S,DK	48286 	48718 	46615 	44672 	: 	: 	: 
EUR,GE10,FT,F,O-S,ES	26919 	27624 	26719 	25595 	: 	: 	: 
EUR,GE10,FT,F,O-S,FI	34549 	34045 	34014 	: 	: 	: 	: 
EUR,GE10,FT,F,O-S,FR	: 	26856 	26625 	: 	: 	: 	: 
EUR,GE10,FT,F,O-S,HU	8692 	8473 	8600 	10191 	: 	: 	: 
EUR,GE10,FT,F,O-S,IE	: 	21513 	45344 	43072 	: 	: 	: 
EUR,GE10,FT,F,O-S,LV	7337 	6940 	7748 	8747 	: 	: 	: 
EUR,GE10,FT,F,O-S,NL	39365 	38478 	37209 	35917 	: 	: 	: 
EUR,GE10,FT,F,O-S,RO	5155 d	5368 e	5932 e	: 	: 	: 	: 
EUR,GE10,FT,F,O-S,SE	35112 	32571 	28585 	30341 	: 	: 	: 
EUR,GE10,FT,F,O-S,SK	8944 	8901 	8517 	7872 	: 	: 	: 
EUR,GE10,FT,F,O-S,UK	31211 	31474 	29347 	31890 	: 	: 	: 
EUR,GE10,FT,F,P,BG	4165 	4082 	3862 	3465 	: 	: 	: 
EUR,GE10,FT,F,P,CH	: 	66655 	: 	: 	: 	: 	: 
EUR,GE10,FT,F,P,DE	41100 p	40555 	40400 	39200 	38400 	38041 p	: 
EUR,GE10,FT,F,P,DK	53865 	53708 	51765 	49370 	: 	: 	: 
EUR,GE10,FT,F,P,EL	: 	: 	19363 	23413 	22207 	18326 	: 
EUR,GE10,FT,F,P,ES	26141 	27651 	26724 	25152 	: 	: 	: 
EUR,GE10,FT,F,P,FI	39048 	38532 	37848 	36661 	: 	: 	: 
EUR,GE10,FT,F,P,HU	8393 	8593 	8369 	9763 	: 	: 	: 
EUR,GE10,FT,F,P,IE	: 	45203 	48808 	45921 	: 	: 	: 
EUR,GE10,FT,F,P,LV	6501 	6474 	7357 	8007 	: 	: 	: 
EUR,GE10,FT,F,P,MT	16707 	16056 	17554 	: 	: 	: 	: 
EUR,GE10,FT,F,P,NL	42630 	41529 	40553 	38840 	: 	: 	: 
EUR,GE10,FT,F,P,PT	24069 	24476 	24019 	: 	: 	: 	: 
EUR,GE10,FT,F,P,RO	4905 d	5186 e	5973 e	: 	: 	: 	: 
EUR,GE10,FT,F,P,SE	33540 	31107 	27428 	29267 	: 	: 	: 
EUR,GE10,FT,F,P,SK	8516 	8453 	8283 	7498 	: 	: 	: 
EUR,GE10,FT,F,P,UK	32318 	32644 	30601 	33395 	: 	: 	: 
EUR,GE10,FT,F,P-S,BG	4008 	3917 	3730 	3333 	: 	: 	: 
EUR,GE10,FT,F,P-S,CH	: 	54379 	: 	: 	: 	: 	: 
EUR,GE10,FT,F,P-S,DE	36300 p	35440 	35000 	33900 	33100 	32543 p	: 
EUR,GE10,FT,F,P-S,DK	47397 	47910 	45788 	43637 	: 	: 	: 
EUR,GE10,FT,F,P-S,EL	: 	: 	20338 	22959 	22003 	19880 	: 
EUR,GE10,FT,F,P-S,ES	26748 	27391 	26514 	25394 	: 	: 	: 
EUR,GE10,FT,F,P-S,FI	33873 	33667 	33713 	31663 	: 	: 	: 
EUR,GE10,FT,F,P-S,FR	: 	26856 	26625 	: 	: 	: 	: 
EUR,GE10,FT,F,P-S,HU	7652 	7452 	7731 	9002 	: 	: 	: 
EUR,GE10,FT,F,P-S,IE	: 	20331 	45022 	42821 	: 	: 	: 
EUR,GE10,FT,F,P-S,LV	6685 	6439 	7247 	7913 	: 	: 	: 
EUR,GE10,FT,F,P-S,MT	17906 	17294 	16540 	: 	: 	: 	: 
EUR,GE10,FT,F,P-S,NL	38085 	37258 	36036 	34754 	: 	: 	: 
EUR,GE10,FT,F,P-S,PT	19755 	19294 	19194 	: 	: 	: 	: 
EUR,GE10,FT,F,P-S,RO	4652 d	4818 e	5381 e	: 	: 	: 	: 
EUR,GE10,FT,F,P-S,SE	34237 	31794 	27954 	29718 	: 	: 	: 
EUR,GE10,FT,F,P-S,SK	8641 	8556 	8179 	7511 	: 	: 	: 
EUR,GE10,FT,F,P-S,UK	30920 	31321 	29258 	31952 	: 	: 	: 
EUR,GE10,FT,F,Q,BG	3991 	3874 	3746 	3322 	: 	: 	: 
EUR,GE10,FT,F,Q,CH	: 	52823 	: 	: 	: 	: 	: 
EUR,GE10,FT,F,Q,DE	34500 p	33597 	33100 	32100 	31400 	30754 p	: 
EUR,GE10,FT,F,Q,DK	44499 	45447 	42738 	40179 	: 	: 	: 
EUR,GE10,FT,F,Q,EL	: 	: 	21790 	23951 	22754 	21902 	: 
EUR,GE10,FT,F,Q,ES	27866 	28243 	27577 	26670 	: 	: 	: 
EUR,GE10,FT,F,Q,FI	32082 	32346 	31552 	30296 	: 	: 	: 
EUR,GE10,FT,F,Q,FR	: 	26680 	26462 	: 	: 	: 	: 
EUR,GE10,FT,F,Q,HU	6650 	6215 	6974 	8141 	: 	: 	: 
EUR,GE10,FT,F,Q,IE	: 	40853 	43784 	41524 	: 	: 	: 
EUR,GE10,FT,F,Q,LV	7127 	6565 	7261 	8151 	: 	: 	: 
EUR,GE10,FT,F,Q,MT	19784 	19223 	14786 	: 	: 	: 	: 
EUR,GE10,FT,F,Q,NL	36795 	35810 	34412 	33350 	: 	: 	: 
EUR,GE10,FT,F,Q,PT	15819 	14949 	15025 	: 	: 	: 	: 
EUR,GE10,FT,F,Q,RO	4560 d	4638 e	5019 e	: 	: 	: 	: 
EUR,GE10,FT,F,Q,SE	34804 	32285 	28356 	29984 	: 	: 	: 
EUR,GE10,FT,F,Q,SK	9058 	8888 	8178 	7655 	: 	: 	: 
EUR,GE10,FT,F,Q,UK	30082 	30500 	28354 	30744 	: 	: 	: 
EUR,GE10,FT,F,R,BG	3053 	2975 	2868 	2593 	: 	: 	: 
EUR,GE10,FT,F,R,CH	: 	50467 	: 	: 	: 	: 	: 
EUR,GE10,FT,F,R,DE	32100 p	31609 	31200 	30400 	29600 	29201 p	: 
EUR,GE10,FT,F,R,DK	51485 	51242 	49584 	47727 	: 	: 	: 
EUR,GE10,FT,F,R,EL	: 	: 	18120 	16589 	17312 	17180 	: 
EUR,GE10,FT,F,R,ES	22042 	20977 	20798 	19978 	: 	: 	: 
EUR,GE10,FT,F,R,FI	35143 	31031 	30518 	30130 	: 	: 	: 
EUR,GE10,FT,F,R,FR	: 	28693 	28408 	: 	: 	: 	: 
EUR,GE10,FT,F,R,HU	8254 	8093 	7913 	8878 	: 	: 	: 
EUR,GE10,FT,F,R,IE	: 	32600 	: c	: c	: 	: 	: 
EUR,GE10,FT,F,R,LV	6313 	5951 	6528 	7379 	: 	: 	: 
EUR,GE10,FT,F,R,MT	16925 	16287 	16717 u	: 	: 	: 	: 
EUR,GE10,FT,F,R,NL	34051 	34256 	33964 	33033 	: 	: 	: 
EUR,GE10,FT,F,R,PT	14414 	14850 	14688 	: 	: 	: 	: 
EUR,GE10,FT,F,R,RO	4128 d	4294 e	4863 e	: 	: 	: 	: 
EUR,GE10,FT,F,R,SE	30865 	29034 	25161 	28037 	: 	: 	: 
EUR,GE10,FT,F,R,SK	7663 	7829 	7570 	7323 	: 	: 	: 
EUR,GE10,FT,F,R,UK	25807 	25632 	23721 	26115 	: 	: 	: 
EUR,GE10,FT,F,S,BG	3327 	3278 	2965 	2582 	: 	: 	: 
EUR,GE10,FT,F,S,CH	: 	43817 	: 	: 	: 	: 	: 
EUR,GE10,FT,F,S,DE	32500 p	31360 	30600 	29700 	29200 	28842 p	: 
EUR,GE10,FT,F,S,DK	57170 	55212 	53505 	52755 	: 	: 	: 
EUR,GE10,FT,F,S,EL	: 	: 	17646 	18429 	18831 	17710 	: 
EUR,GE10,FT,F,S,ES	19947 	20796 	18537 	17792 	: 	: 	: 
EUR,GE10,FT,F,S,FI	29024 	30442 	29448 	28632 	: 	: 	: 
EUR,GE10,FT,F,S,FR	: 	28199 	27836 	: 	: 	: 	: 
EUR,GE10,FT,F,S,HU	7471 	6771 	7109 	7654 	: 	: 	: 
EUR,GE10,FT,F,S,IE	: 	: c	: c	: c	: 	: 	: 
EUR,GE10,FT,F,S,LV	7416 	5652 	6545 	5416 	: 	: 	: 
EUR,GE10,FT,F,S,MT	14715 	14697 	14915 u	: 	: 	: 	: 
EUR,GE10,FT,F,S,NL	36135 	35633 	34453 	32331 	: 	: 	: 
EUR,GE10,FT,F,S,PT	14330 	13764 	13627 	: 	: 	: 	: 
EUR,GE10,FT,F,S,RO	3068 d	2895 e	2988 e	: 	: 	: 	: 
EUR,GE10,FT,F,S,SE	36491 	34459 	30013 	32041 	: 	: 	: 
EUR,GE10,FT,F,S,SK	7629 	7655 	7839 	6104 	: 	: 	: 
EUR,GE10,FT,F,S,UK	28226 	28630 	27061 	30357 	: 	: 	: 
EUR,GE10,FT,M,B,BG	7371 	6603 	6037 	5422 	: 	: 	: 
EUR,GE10,FT,M,B,CH	: 	56431 	: 	: 	: 	: 	: 
EUR,GE10,FT,M,B,DE	48700 p	46608 	45300 	43700 	42200 	40835 p	: 
EUR,GE10,FT,M,B,DK	84065 	72372 	71398 	65952 	: 	: 	: 
EUR,GE10,FT,M,B,EL	: 	: 	25792 	22361 	21033 	20403 	: 
EUR,GE10,FT,M,B,ES	31156 	30364 	28737 	28647 	: 	: 	: 
EUR,GE10,FT,M,B,FI	48839 	43580 	41726 	36847 	: 	: 	: 
EUR,GE10,FT,M,B,FR	: 	35213 	35186 	: 	: 	: 	: 
EUR,GE10,FT,M,B,HU	11504 	11120 	11441 	11590 	: 	: 	: 
EUR,GE10,FT,M,B,IE	: 	: c	: c	: c	: 	: 	: 
EUR,GE10,FT,M,B,LV	9400 	9409 	9195 	9637 	: 	: 	: 
EUR,GE10,FT,M,B,MT	20483 	18677 	15906 	: 	: 	: 	: 
EUR,GE10,FT,M,B,NL	95716 	83029 	81393 	84617 	: 	: 	: 
EUR,GE10,FT,M,B,PT	15166 	14912 	14708 	: 	: 	: 	: 
EUR,GE10,FT,M,B,RO	10194 d	9675 e	9276 e	: 	: 	: 	: 
EUR,GE10,FT,M,B,SE	50937 	47331 	38465 	41280 	: 	: 	: 
EUR,GE10,FT,M,B,SK	11682 	10932 	10676 	9936 	: 	: 	: 
EUR,GE10,FT,M,B,UK	54729 	58983 	52515 	58202 	: 	: 	: 
EUR,GE10,FT,M,B-E,BG	5070 	4787 	4445 	4016 	: 	: 	: 
EUR,GE10,FT,M,B-E,CH	: 	59335 	: 	: 	: 	: 	: 
EUR,GE10,FT,M,B-E,DE	48000 p	45805 	43800 	45300 	44200 	42925 p	: 
EUR,GE10,FT,M,B-E,DK	61677 	60680 	56981 	55310 	: 	: 	: 
EUR,GE10,FT,M,B-E,EL	: 	: 	31275 	28914 	29000 	26071 	: 
EUR,GE10,FT,M,B-E,ES	30228 	29470 	28495 	27943 	: 	: 	: 
EUR,GE10,FT,M,B-E,FI	53765 	42947 	43190 	41044 	: 	: 	: 
EUR,GE10,FT,M,B-E,FR	: 	38110 	37189 	: 	: 	: 	: 
EUR,GE10,FT,M,B-E,HU	11420 	10975 	10124 	10813 	: 	: 	: 
EUR,GE10,FT,M,B-E,IE	: 	47668 	48245 	46815 	: 	: 	: 
EUR,GE10,FT,M,B-E,LV	9107 	8737 	8634 	8802 	: 	: 	: 
EUR,GE10,FT,M,B-E,MT	20821 	20432 	18507 	: 	: 	: 	: 
EUR,GE10,FT,M,B-E,NL	46614 	45276 	44295 	43651 	: 	: 	: 
EUR,GE10,FT,M,B-E,PT	16574 	16520 	16140 	: 	: 	: 	: 
EUR,GE10,FT,M,B-E,RO	6572 d	6254 e	5801 e	: 	: 	: 	: 
EUR,GE10,FT,M,B-E,SE	44730 	41285 	35847 	38252 	: 	: 	: 
EUR,GE10,FT,M,B-E,SK	12047 	11444 	10849 	10268 	: 	: 	: 
EUR,GE10,FT,M,B-E,UK	39039 	38353 	37267 	40763 	: 	: 	: 
EUR,GE10,FT,M,B-F,BG	4798 	4535 	4197 	3640 	: 	: 	: 
EUR,GE10,FT,M,B-F,CH	: 	57196 	: 	: 	: 	: 	: 
EUR,GE10,FT,M,B-F,DE	46000 p	43931 	42200 	43500 	42500 	41288 p	: 
EUR,GE10,FT,M,B-F,DK	60024 	59008 	56017 	54497 	: 	: 	: 
EUR,GE10,FT,M,B-F,EL	: 	: 	29561 	27311 	27106 	24562 	: 
EUR,GE10,FT,M,B-F,ES	28926 	27986 	27122 	25900 	: 	: 	: 
EUR,GE10,FT,M,B-F,FI	52573 	41697 	41992 	39823 	: 	: 	: 
EUR,GE10,FT,M,B-F,FR	: 	36482 	35834 	: 	: 	: 	: 
EUR,GE10,FT,M,B-F,HU	10859 	10464 	9678 	10335 	: 	: 	: 
EUR,GE10,FT,M,B-F,IE	: 	46496 	48106 	47558 	: 	: 	: 
EUR,GE10,FT,M,B-F,LV	8840 	8451 	8501 	8558 	: 	: 	: 
EUR,GE10,FT,M,B-F,MT	20089 	19736 	18059 	: 	: 	: 	: 
EUR,GE10,FT,M,B-F,NL	45957 	44876 	44132 	43159 	: 	: 	: 
EUR,GE10,FT,M,B-F,PT	15694 	15647 	15297 	: 	: 	: 	: 
EUR,GE10,FT,M,B-F,RO	6136 d	5843 e	5416 e	: 	: 	: 	: 
EUR,GE10,FT,M,B-F,SE	44112 	40603 	35243 	37835 	: 	: 	: 
EUR,GE10,FT,M,B-F,SK	11695 	11127 	10583 	9991 	: 	: 	: 
EUR,GE10,FT,M,B-F,UK	39278 	39059 	37903 	41346 	: 	: 	: 
EUR,GE10,FT,M,B-N,BG	5110 	4829 	4475 	3902 	: 	: 	: 
EUR,GE10,FT,M,B-N,CH	: 	59344 	: 	: 	: 	: 	: 
EUR,GE10,FT,M,B-N,DE	45800 p	44080 	42900 	43500 	42500 	41546 p	: 
EUR,GE10,FT,M,B-N,DK	63676 	62838 	59608 	58785 	: 	: 	: 
EUR,GE10,FT,M,B-N,EL	: 	: 	31233 	27763 	27668 	25553 	: 
EUR,GE10,FT,M,B-N,ES	29033 	28610 	28059 	26765 	: 	: 	: 
EUR,GE10,FT,M,B-N,FI	48680 	42694 	42828 	40737 	: 	: 	: 
EUR,GE10,FT,M,B-N,FR	: 	38051 	37479 	: 	: 	: 	: 
EUR,GE10,FT,M,B-N,HU	11232 	10870 	10270 	10940 	: 	: 	: 
EUR,GE10,FT,M,B-N,IE	: 	47885 	49515 	49843 	: 	: 	: 
EUR,GE10,FT,M,B-N,LV	9715 	9509 	9653 	9472 	: 	: 	: 
EUR,GE10,FT,M,B-N,MT	20531 	20059 	21958 	: 	: 	: 	: 
EUR,GE10,FT,M,B-N,NL	48181 	47097 	46427 	45297 	: 	: 	: 
EUR,GE10,FT,M,B-N,PT	17916 	18509 	18031 	: 	: 	: 	: 
EUR,GE10,FT,M,B-N,RO	6418 d	6203 e	5698 e	: 	: 	: 	: 
EUR,GE10,FT,M,B-N,SE	45441 	41814 	36408 	39509 	: 	: 	: 
EUR,GE10,FT,M,B-N,SK	12249 	11784 	11434 	10631 	: 	: 	: 
EUR,GE10,FT,M,B-N,UK	43613 	43077 	41469 	46328 	: 	: 	: 
EUR,GE10,FT,M,B-S,BG	5159 	4902 	4562 	3987 	: 	: 	: 
EUR,GE10,FT,M,B-S,CH	: 	61039 	: 	: 	: 	: 	: 
EUR,GE10,FT,M,B-S,DE	45400 p	43887 	: 	: 	: 	: 	: 
EUR,GE10,FT,M,B-S,DK	62747 	62059 	59102 	58291 	: 	: 	: 
EUR,GE10,FT,M,B-S,ES	29511 	29219 	28459 	27203 	: 	: 	: 
EUR,GE10,FT,M,B-S,FI	46822 	42873 	42957 	40914 	: 	: 	: 
EUR,GE10,FT,M,B-S,FR	: 	37627 	37094 	: 	: 	: 	: 
EUR,GE10,FT,M,B-S,HU	11163 	10781 	10329 	11305 	: 	: 	: 
EUR,GE10,FT,M,B-S,IE	: 	48731 	51054 	51201 	: 	: 	: 
EUR,GE10,FT,M,B-S,LV	9478 	9189 	9437 	9717 	: 	: 	: 
EUR,GE10,FT,M,B-S,NL	48384 	47464 	46793 	45588 	: 	: 	: 
EUR,GE10,FT,M,B-S,RO	6332 d	6170 e	5857 e	: 	: 	: 	: 
EUR,GE10,FT,M,B-S,SE	44812 	41332 	36043 	39069 	: 	: 	: 
EUR,GE10,FT,M,B-S,SK	12138 	11859 	11486 	10525 	: 	: 	: 
EUR,GE10,FT,M,B-S,UK	42842 	42560 	40684 	45085 	: 	: 	: 
EUR,GE10,FT,M,B-S_X_O,BG	5125 	4861 	4519 	3930 	: 	: 	: 
EUR,GE10,FT,M,B-S_X_O,CH	: 	60135 	: 	: 	: 	: 	: 
EUR,GE10,FT,M,B-S_X_O,DE	46100 p	44465 	43400 	43800 	42800 	41877 p	: 
EUR,GE10,FT,M,B-S_X_O,DK	62851 	62120 	59119 	58245 	: 	: 	: 
EUR,GE10,FT,M,B-S_X_O,EL	: 	: 	31246 	29356 	29046 	26502 	: 
EUR,GE10,FT,M,B-S_X_O,ES	29354 	29009 	28265 	26960 	: 	: 	: 
EUR,GE10,FT,M,B-S_X_O,FI	47834 	42741 	42855 	: 	: 	: 	: 
EUR,GE10,FT,M,B-S_X_O,FR	: 	37627 	37094 	: 	: 	: 	: 
EUR,GE10,FT,M,B-S_X_O,HU	11000 	10624 	10157 	10923 	: 	: 	: 
EUR,GE10,FT,M,B-S_X_O,IE	: 	48459 	50577 	50900 	: 	: 	: 
EUR,GE10,FT,M,B-S_X_O,LV	9521 	9255 	9377 	9493 	: 	: 	: 
EUR,GE10,FT,M,B-S_X_O,MT	20503 	20060 	19922 	: 	: 	: 	: 
EUR,GE10,FT,M,B-S_X_O,NL	48386 	47373 	46687 	45457 	: 	: 	: 
EUR,GE10,FT,M,B-S_X_O,PT	18723 	19424 	18955 	: 	: 	: 	: 
EUR,GE10,FT,M,B-S_X_O,RO	6297 d	6119 e	5753 e	: 	: 	: 	: 
EUR,GE10,FT,M,B-S_X_O,SE	44827 	41311 	36006 	39044 	: 	: 	: 
EUR,GE10,FT,M,B-S_X_O,SK	12087 	11645 	11299 	10473 	: 	: 	: 
EUR,GE10,FT,M,B-S_X_O,UK	43015 	42710 	40919 	45363 	: 	: 	: 
EUR,GE10,FT,M,C,BG	4470 	4221 	3910 	3633 	: 	: 	: 
EUR,GE10,FT,M,C,CH	: 	59031 	: 	: 	: 	: 	: 
EUR,GE10,FT,M,C,DE	47900 p	45627 	43500 	45200 	44200 	42869 p	: 
EUR,GE10,FT,M,C,DK	61093 	60468 	56883 	55157 	: 	: 	: 
EUR,GE10,FT,M,C,EL	: 	: 	28187 	26554 	26037 	23879 	: 
EUR,GE10,FT,M,C,ES	29675 	28962 	27934 	27507 	: 	: 	: 
